DeviceName,Dew_Point,Indoor_Humidity,Indoor_Temperature,Outdoor_Humidity,Outdoor_Temperature,Discharge_Pressure,Discharge_Temperature,kW,Power_Factor,Volts_Line_to_Line,Volts_Line_to_Neutral
store0010-RackA,42.87,35.61,70.84,,62.94,151.4,,24.3,0.71,597.6,344.6
store0010-RackA,43.16,35.61,70.84,,62.89,151.4,,24.7,0.71,596.8,344.1
store0010-RackA,43.16,35.61,70.84,,62.89,156.4,,31.8,0.67,597.0,344.2
store0010-RackA,43.16,35.61,70.84,,62.89,164.9,,39.5,0.65,595.9,343.5
store0010-RackA,43.16,35.61,70.88,,62.89,167.4,,39.4,0.65,596.1,343.7
store0010-RackA,42.94,35.3,70.88,,62.8,164.7,,25.5,0.72,597.6,344.5
store0010-RackA,42.94,35.3,70.88,,62.8,164.7,,25.2,0.72,597.2,344.3
store0010-RackA,42.94,35.3,70.88,,62.8,164.7,,33.1,0.69,596.9,344.2
store0010-RackA,42.78,34.88,70.88,,62.69,164.7,,32.8,0.67,596.9,344.2
store0010-RackA,42.76,34.9,70.88,,62.6,171.3,,31.9,0.66,597.7,344.6
store0010-RackA,42.76,34.9,70.93,,62.55,171.3,,32.1,0.66,597.7,344.7
store0010-RackA,42.71,34.9,70.93,,62.44,171.3,,32.1,0.67,597.9,344.7
store0010-RackA,42.71,35.28,70.93,,62.4,167.0,,24.8,0.71,598.4,345.1
store0010-RackA,42.71,35.28,70.93,,62.4,161.7,,25.6,0.72,598.9,345.4
store0010-RackA,42.71,35.28,70.93,,62.4,161.7,,35.1,0.71,597.1,344.3
store0010-RackA,42.71,35.28,70.93,,62.35,166.9,,40.0,0.65,597.2,344.3
store0010-RackA,42.71,35.28,70.93,,62.35,171.4,,32.1,0.66,599.2,345.5
store0010-RackA,43.0,35.28,70.93,,62.35,170.0,,32.3,0.68,593.2,342.1
store0010-RackA,43.0,35.28,70.93,,62.35,170.0,,19.3,0.66,593.3,342.1
store0010-RackA,43.0,35.28,70.93,,62.29,171.9,,33.4,0.7,592.7,341.8
store0010-RackA,43.02,35.48,70.93,,62.29,169.5,,25.5,0.73,593.6,342.2
store0010-RackA,43.02,35.48,70.93,,62.29,169.5,,25.9,0.73,593.9,342.5
store0010-RackA,43.02,35.48,70.93,,62.29,168.0,,40.1,0.66,592.0,341.3
store0010-RackA,43.11,35.48,70.93,,62.29,173.0,,32.5,0.69,593.2,342.1
store0010-RackA,43.11,35.25,70.93,,62.29,175.6,,37.7,0.72,592.0,341.4
store0010-RackA,42.73,35.25,70.93,,62.29,182.5,,46.1,0.71,590.9,340.7
store0010-RackA,42.73,35.25,70.93,,62.29,182.4,,45.4,0.7,590.3,340.3
store0010-RackA,42.73,35.25,70.93,,62.29,178.8,,36.7,0.72,592.8,341.8
store0010-RackA,42.73,35.18,70.93,,62.29,178.8,,37.0,0.72,592.7,341.7
store0010-RackA,42.73,35.18,70.93,,62.29,177.7,,44.0,0.69,591.7,341.2
store0010-RackA,42.73,35.18,70.93,,62.29,181.7,,45.0,0.7,591.9,341.3
store0010-RackA,42.8,35.03,70.93,,62.29,180.0,,36.3,0.71,593.2,342.0
store0010-RackA,42.8,35.0,70.93,,62.29,180.0,,34.5,0.69,594.1,342.6
store0010-RackA,42.8,34.98,70.93,,62.29,183.0,,42.4,0.68,593.4,342.2
store0010-RackA,42.8,34.98,70.93,,62.29,183.0,,35.0,0.71,593.1,342.0
store0010-RackA,42.82,34.98,70.93,,62.29,179.9,,34.6,0.7,592.9,341.9
store0010-RackA,42.82,34.98,70.93,,62.29,177.5,,45.6,0.7,593.3,342.1
store0010-RackA,42.82,34.78,70.93,,62.29,177.5,,42.2,0.68,592.5,341.7
store0010-RackA,42.67,34.78,70.93,,62.29,177.5,,34.4,0.69,594.6,342.9
store0010-RackA,42.67,34.78,70.93,,62.29,176.4,,34.2,0.69,594.3,342.7
store0010-RackA,42.67,35.15,70.93,,62.29,178.9,,40.7,0.67,592.5,341.6
store0010-RackA,42.67,35.15,70.93,,62.29,178.9,,37.9,0.65,593.3,342.1
store0010-RackA,42.67,35.15,70.93,,62.29,176.7,,21.5,0.67,595.9,343.6
store0010-RackA,42.67,35.15,70.93,,62.29,173.3,,35.0,0.71,594.8,342.9
store0010-RackA,43.2,35.15,70.93,,62.29,173.3,,35.0,0.71,594.3,342.7
store0010-RackA,42.93,35.15,70.93,,62.29,178.1,,44.3,0.7,593.1,342.0
store0010-RackA,43.23,35.51,70.93,,62.19,181.6,,43.2,0.68,593.1,342.0
store0010-RackA,43.21,35.51,70.93,,62.15,182.7,,43.5,0.69,593.4,342.1
store0010-RackA,43.21,35.51,70.93,,62.15,182.7,,42.1,0.68,593.0,342.0
store0010-RackA,43.34,35.78,70.93,,62.1,182.7,,45.6,0.71,593.1,342.1
store0010-RackA,43.47,35.73,70.93,,61.99,182.7,,34.3,0.69,593.9,342.5
store0010-RackA,43.52,36.16,70.99,,62.04,187.0,,35.0,0.7,593.6,342.2
store0010-RackA,43.68,36.06,70.99,,62.04,192.8,,44.3,0.69,593.4,342.1
store0010-RackA,43.84,36.33,71.04,,62.04,198.6,,45.4,0.7,594.0,342.5
store0010-RackA,43.84,35.83,71.04,,62.04,198.6,,45.2,0.69,595.0,343.1
store0010-RackA,43.84,35.83,71.04,,62.04,198.6,,43.9,0.68,594.5,342.8
store0010-RackA,43.36,35.76,71.04,,62.04,197.4,,35.2,0.7,594.7,342.9
store0010-RackA,42.31,34.6,71.04,,62.04,188.8,,34.6,0.7,594.4,342.7
store0010-RackA,42.55,34.3,71.04,,61.9,190.0,,43.5,0.68,594.3,342.7
store0010-RackA,42.3,33.8,71.04,,61.9,192.5,,43.7,0.69,594.2,342.6
store0010-RackA,41.94,33.97,71.04,,61.74,178.3,,42.4,0.68,594.0,342.5
store0010-RackA,41.94,33.97,71.04,,61.74,178.3,,33.1,0.68,594.9,343.0
store0010-RackA,41.83,33.35,71.04,,61.65,178.3,,44.4,0.7,593.4,342.2
store0010-RackA,42.19,34.22,71.04,,61.59,179.7,,42.4,0.68,593.6,342.3
store0010-RackA,42.1,34.0,71.04,,61.5,181.9,,42.8,0.68,593.5,342.2
store0010-RackA,41.76,33.04,70.88,,61.45,184.2,,33.8,0.69,594.2,342.6
store0010-RackA,41.7,33.55,70.88,,61.45,184.2,,34.2,0.7,594.4,342.7
store0010-RackA,41.52,33.32,70.88,,61.29,191.4,,42.4,0.67,593.3,342.1
store0010-RackA,41.52,33.32,70.88,,61.29,191.4,,41.7,0.68,595.2,343.1
store0010-RackA,41.56,33.32,70.84,,61.25,196.3,,41.9,0.68,594.4,342.7
store0010-RackA,41.56,33.02,70.79,,61.25,193.8,,32.0,0.67,595.0,343.1
store0010-RackA,41.31,33.22,70.79,,61.25,186.4,,31.7,0.67,596.7,344.1
store0010-RackA,41.27,32.94,70.79,,61.2,191.3,,42.3,0.67,595.7,343.4
store0010-RackA,41.18,32.94,70.79,,61.14,193.6,,40.8,0.65,596.0,343.6
store0010-RackA,41.18,32.94,70.79,,61.03,187.5,,32.8,0.68,597.0,344.2
store0010-RackA,41.18,32.94,70.79,,61.03,187.5,,32.8,0.68,595.9,343.5
store0010-RackA,41.41,32.94,70.79,,60.89,184.7,,41.4,0.67,595.0,343.1
store0010-RackA,41.45,33.09,70.79,,60.89,192.1,,41.5,0.67,596.1,343.7
store0010-RackA,41.09,32.84,70.79,,60.89,191.0,,40.8,0.66,595.2,343.1
store0010-RackA,41.11,33.62,70.79,,60.84,185.0,,32.3,0.68,595.6,343.4
store0010-RackA,41.34,33.62,70.79,,60.84,182.8,,32.1,0.67,595.7,343.4
store0010-RackA,41.58,33.62,70.79,,60.75,188.3,,40.8,0.66,595.8,343.6
store0010-RackA,41.58,33.62,70.79,,60.75,188.3,,40.4,0.66,595.9,343.5
store0010-RackA,41.61,33.42,70.79,,60.55,188.9,,32.6,0.68,596.0,343.6
store0010-RackA,41.5,33.42,70.74,,60.55,184.1,,25.3,0.72,596.8,344.1
store0010-RackA,41.22,33.42,70.74,,60.39,184.1,,33.4,0.68,597.5,344.5
store0010-RackA,41.22,32.82,70.74,,60.35,185.3,,40.5,0.66,596.3,343.8
store0010-RackA,41.07,32.82,70.74,,60.3,183.1,,31.0,0.66,596.9,344.2
store0010-RackA,41.07,32.82,70.7,,60.13,180.9,,30.9,0.66,597.0,344.2
store0010-RackA,41.07,32.82,70.7,,60.13,180.9,,31.5,0.66,596.5,344.0
store0010-RackA,41.2,33.12,70.7,,60.13,179.2,,30.8,0.65,598.1,344.9
store0010-RackA,41.2,32.54,70.65,,60.04,180.5,,37.7,0.63,596.9,344.2
store0010-RackA,41.16,32.54,70.65,,60.04,183.9,,32.0,0.67,597.5,344.4
store0010-RackA,41.0,32.79,70.65,,60.04,181.3,,31.8,0.67,597.7,344.6
store0010-RackA,41.47,33.14,70.65,,59.94,177.7,,24.5,0.71,598.9,345.3
store0010-RackA,41.47,33.14,70.65,,59.94,177.7,,32.5,0.68,598.0,344.8
store0010-RackA,40.75,32.52,70.65,,59.99,175.2,,30.6,0.65,596.9,344.0
store0010-RackA,40.93,32.52,70.65,,59.99,175.2,,31.1,0.65,597.3,344.3
store0010-RackA,40.93,32.52,70.65,,59.99,180.3,,31.6,0.67,596.9,344.2
store0010-RackA,41.14,32.74,70.59,,59.99,180.3,,31.3,0.66,597.0,344.2
store0010-RackA,40.96,32.74,70.59,,59.99,183.6,,38.7,0.65,597.4,344.4
store0010-RackA,40.91,32.72,70.59,,60.1,180.0,,31.8,0.67,598.1,344.8
store0010-RackA,40.91,32.72,70.59,,60.1,180.0,,24.1,0.7,598.6,345.1
store0010-RackA,41.05,32.97,70.59,,60.1,173.9,,24.2,0.7,598.7,345.1
store0010-RackA,40.82,32.44,70.59,,60.19,172.8,,33.2,0.69,597.4,344.4
store0010-RackA,40.82,32.44,70.54,,60.19,177.5,,30.4,0.65,599.5,345.7
store0010-RackA,40.51,32.44,70.54,,60.24,177.5,,30.6,0.65,598.3,345.0
store0010-RackA,40.71,32.64,70.54,,60.24,178.5,,30.6,0.65,598.9,345.3
store0010-RackA,40.57,32.64,70.5,,60.24,178.9,,31.4,0.66,597.5,344.5
store0010-RackA,40.57,32.64,70.5,,60.24,178.9,,30.7,0.65,598.6,345.1
store0010-RackA,41.29,32.64,70.5,,60.24,178.8,,36.9,0.62,598.1,344.8
store0010-RackA,41.59,33.72,70.5,,60.24,169.4,,23.9,0.71,599.3,345.5
store0010-RackA,41.59,33.7,70.5,,60.24,164.5,,24.6,0.71,598.8,345.2
store0010-RackA,41.59,33.7,70.5,,60.24,164.5,,32.9,0.68,597.9,344.7
store0010-RackA,41.59,33.52,70.5,,60.24,168.1,,31.6,0.67,597.7,344.6
store0010-RackA,41.85,34.02,70.5,,60.24,168.1,,31.3,0.66,597.9,344.7
store0010-RackA,41.85,34.02,70.5,,60.24,168.1,,37.0,0.63,597.7,344.7
store0010-RackA,41.85,34.7,70.5,,60.24,169.2,,30.7,0.66,597.5,344.4
store0010-RackA,41.99,34.95,70.5,,60.24,148.8,,24.2,0.71,598.1,344.8
store0010-RackA,41.99,34.48,70.5,,60.24,153.6,,32.0,0.67,598.4,345.0
store0010-RackA,41.88,34.3,70.5,,60.24,147.2,,24.7,0.72,598.2,344.9
store0010-RackA,42.35,34.8,70.5,,59.9,147.7,,24.7,0.71,598.9,345.3
store0010-RackA,42.35,34.8,70.5,,59.9,153.0,,33.8,0.69,597.1,344.3
store0010-RackA,42.76,35.18,70.5,,59.9,153.0,,39.1,0.65,596.7,344.0
store0010-RackA,42.53,34.78,70.5,,59.9,159.2,,31.1,0.66,598.1,344.8
store0010-RackA,42.51,34.75,70.5,,59.9,160.3,,30.2,0.65,597.7,344.6
store0010-RackA,42.46,34.68,70.5,,59.9,165.2,,31.9,0.68,597.4,344.5
store0010-RackA,41.76,34.0,70.5,,59.9,164.7,,31.1,0.67,597.7,344.6
store0010-RackA,42.44,34.0,70.5,,59.9,162.8,,23.7,0.7,599.0,345.4
store0010-RackA,42.44,34.0,70.5,,59.9,162.8,,24.2,0.7,599.6,345.7
store0010-RackA,42.44,35.56,70.5,,59.9,162.5,,39.0,0.65,598.1,344.9
store0010-RackA,42.89,35.56,70.5,,59.9,160.5,,31.1,0.65,598.1,344.9
store0010-RackA,42.89,35.38,70.5,,59.9,160.5,,30.2,0.65,598.3,345.0
store0010-RackA,42.57,35.2,70.5,,59.9,166.4,,40.9,0.66,597.8,344.7
store0010-RackA,42.93,35.66,70.5,,59.85,170.3,,33.7,0.69,599.4,345.5
store0010-RackA,43.03,35.68,70.5,,59.85,167.5,,33.4,0.68,598.7,345.2
store0010-RackA,43.03,35.68,70.5,,59.85,167.5,,33.7,0.69,598.2,344.9
store0010-RackA,43.18,35.86,70.5,,59.85,168.0,,41.2,0.67,597.1,344.3
store0010-RackA,43.05,35.86,70.5,,59.85,161.4,,41.7,0.66,598.9,345.2
store0010-RackA,43.09,35.88,70.5,,59.85,166.6,,40.9,0.66,598.1,344.9
store0010-RackA,43.2,35.96,70.5,,59.79,166.6,,31.3,0.66,599.8,345.9
store0010-RackA,42.98,35.96,70.5,,59.74,163.3,,33.8,0.7,593.6,342.2
store0010-RackA,43.29,35.93,70.5,,59.68,167.4,,33.4,0.7,593.3,342.0
store0010-RackA,43.29,35.93,70.5,,59.68,167.4,,33.0,0.69,594.3,342.7
store0010-RackA,43.14,35.98,70.5,,59.68,167.4,,47.7,0.71,593.0,341.9
store0010-RackA,43.14,36.18,70.5,,59.68,179.9,,44.4,0.69,594.0,342.4
store0010-RackA,43.52,36.48,70.5,,59.65,174.2,,34.5,0.69,594.5,342.8
store0010-RackA,43.66,36.16,70.5,,59.59,157.4,,44.1,0.7,591.5,341.0
store0010-RackA,43.34,36.16,70.5,,59.49,158.8,,44.3,0.69,592.7,341.7
store0010-RackA,43.34,36.16,70.5,,59.49,160.8,,43.4,0.69,593.2,342.0
store0010-RackA,43.34,36.33,70.5,,59.45,160.8,,43.4,0.69,592.5,341.7
store0010-RackA,43.47,36.33,70.7,,59.45,160.8,,33.4,0.69,594.3,342.6
store0010-RackA,43.43,36.33,70.7,,59.38,160.8,,43.5,0.69,592.8,341.8
store0010-RackA,43.43,36.33,70.7,,59.32,172.2,,39.5,0.66,592.2,341.4
store0010-RackA,43.32,36.33,70.7,,59.32,170.8,,40.7,0.67,593.4,342.2
store0010-RackA,42.94,36.33,70.7,,59.32,170.8,,41.6,0.67,594.3,342.7
store0010-RackA,42.94,36.33,70.7,,59.32,163.1,,32.4,0.67,595.6,343.4
store0010-RackA,42.94,36.33,70.7,,59.32,163.1,,30.9,0.66,595.0,343.1
store0010-RackA,42.94,36.43,70.7,,59.32,168.6,,40.6,0.67,593.2,342.0
store0010-RackA,43.59,36.46,70.65,,59.32,172.5,,41.0,0.67,594.4,342.8
store0010-RackA,43.54,36.46,70.65,,59.32,172.5,,41.0,0.67,594.0,342.5
store0010-RackA,43.3,36.46,70.65,,59.32,172.4,,24.0,0.71,595.4,343.3
store0010-RackA,43.27,36.46,70.59,,59.32,156.3,,25.4,0.73,595.2,343.2
store0010-RackA,43.27,36.46,70.59,,59.32,156.3,,33.6,0.69,595.5,343.4
store0010-RackA,43.27,36.36,70.59,,59.32,166.1,,40.3,0.67,594.8,342.8
store0010-RackA,42.91,36.36,70.59,,59.27,169.9,,40.2,0.67,594.1,342.5
store0010-RackA,43.16,36.36,70.54,,59.16,171.1,,31.0,0.67,595.2,343.0
store0010-RackA,43.16,36.36,70.54,,59.16,167.8,,30.4,0.66,594.1,342.4
store0010-RackA,42.87,36.36,70.54,,59.16,167.8,,40.7,0.67,593.8,342.2
store0010-RackA,42.96,36.36,70.54,,59.22,167.8,,33.1,0.69,594.4,342.6
store0010-RackA,42.96,36.36,70.54,,59.22,167.8,,33.4,0.7,594.0,342.4
store0010-RackA,43.07,35.63,70.54,,59.22,167.8,,32.3,0.68,593.7,342.2
store0010-RackA,43.07,35.63,70.54,,59.22,165.3,,31.5,0.67,593.9,342.4
store0010-RackA,43.12,35.63,70.54,,59.22,165.3,,40.1,0.66,593.8,342.3
store0010-RackA,43.12,35.63,70.54,,59.22,165.3,,45.1,0.7,593.3,342.0
store0010-RackA,43.12,35.63,70.54,,59.22,176.1,,42.1,0.68,592.8,341.7
store0010-RackA,43.12,35.63,70.54,,59.22,176.1,,31.4,0.67,594.0,342.4
store0010-RackA,43.12,35.63,70.54,,59.22,176.1,,32.7,0.68,595.0,342.9
store0010-RackA,43.12,35.63,70.5,,59.22,160.6,,42.0,0.68,593.4,342.0
store0010-RackA,43.12,35.63,70.5,,59.22,160.6,,41.5,0.68,593.4,342.1
store0010-RackA,43.12,35.63,70.5,,59.22,164.5,,41.5,0.68,592.6,341.5
store0010-RackA,43.12,35.63,70.5,,59.22,162.4,,33.6,0.7,593.4,342.1
store0010-RackA,42.75,35.63,70.5,,59.22,162.4,,33.5,0.69,595.0,343.0
store0010-RackA,42.75,35.63,70.5,,59.22,162.4,,42.2,0.68,593.9,342.3
store0010-RackA,42.75,35.63,70.5,,59.22,162.4,,42.8,0.69,594.0,342.5
store0010-RackA,42.84,35.63,70.5,,59.22,162.4,,32.3,0.68,593.4,342.1
store0010-RackA,42.84,35.48,70.5,,59.22,162.4,,31.1,0.66,595.5,343.3
store0010-RackA,42.84,35.58,70.5,,59.22,162.7,,42.3,0.67,594.2,342.5
store0010-RackA,42.08,34.5,70.5,,59.22,162.7,,41.8,0.67,594.2,342.5
store0010-RackA,42.31,34.5,70.5,,59.11,169.1,,41.0,0.67,593.7,342.3
store0010-RackA,42.31,34.5,70.5,,59.11,169.1,,32.2,0.68,595.5,343.3
store0010-RackA,42.31,35.18,70.5,,59.11,164.7,,32.4,0.68,595.4,343.2
store0010-RackA,42.6,35.56,70.5,,59.11,162.2,,33.1,0.69,594.7,342.9
store0010-RackA,42.6,35.56,70.5,,59.05,163.9,,33.6,0.69,595.3,343.1
store0010-RackA,42.6,35.56,70.5,,59.05,163.9,,24.4,0.71,595.4,343.2
store0010-RackA,42.6,35.56,70.5,,59.05,162.5,,32.2,0.67,594.9,343.0
store0010-RackA,42.6,35.56,70.5,,59.05,162.5,,40.7,0.67,594.5,342.7
store0010-RackA,42.6,35.56,70.5,,59.05,162.5,,41.1,0.67,594.8,342.9
store0010-RackA,42.6,35.56,70.5,,59.05,166.0,,41.3,0.67,594.1,342.4
store0010-RackA,42.6,35.35,70.45,,59.05,168.3,,31.7,0.68,595.2,343.1
store0010-RackA,42.73,34.83,70.45,,59.0,168.3,,23.9,0.71,596.0,343.6
store0010-RackA,42.73,34.83,70.45,,58.96,165.0,,33.1,0.69,596.3,343.7
store0010-RackA,42.71,34.83,70.45,,58.96,165.0,,41.1,0.66,595.7,343.4
store0010-RackA,42.71,35.66,70.45,,58.96,167.5,,30.1,0.65,596.8,344.1
store0010-RackA,42.71,35.66,70.45,,58.96,167.5,,32.8,0.67,596.6,344.0
store0010-RackA,43.25,35.66,70.45,,58.91,167.4,,40.3,0.66,595.8,343.5
store0010-RackA,43.25,36.13,70.45,,58.91,168.9,,41.2,0.67,595.8,343.5
store0010-RackA,42.85,36.13,70.45,,58.91,168.9,,41.4,0.67,595.8,343.7
store0010-RackA,43.0,35.96,70.45,,58.8,172.7,,42.0,0.67,595.4,343.3
store0010-RackA,43.21,35.96,70.45,,58.8,172.7,,32.1,0.67,596.9,344.2
store0010-RackA,43.09,35.96,70.45,,58.75,166.7,,32.3,0.68,596.3,343.9
store0010-RackA,43.09,35.96,70.45,,58.75,166.7,,40.8,0.67,595.2,343.3
store0010-RackA,43.02,36.16,70.39,,58.69,166.7,,39.7,0.65,595.8,343.6
store0010-RackA,43.02,36.16,70.39,,58.64,170.0,,40.5,0.67,595.8,343.6
store0010-RackA,43.02,35.86,70.39,,58.59,170.0,,30.1,0.65,595.4,343.4
store0010-RackA,42.93,35.86,70.39,,58.53,163.6,,23.4,0.7,596.7,344.2
store0010-RackA,42.93,35.88,70.39,,58.53,166.3,,32.4,0.68,596.9,344.3
store0010-RackA,42.93,35.88,70.39,,58.53,165.6,,33.0,0.69,597.2,344.4
store0010-RackA,42.78,35.38,70.39,,58.53,165.6,,31.6,0.67,596.5,344.0
store0010-RackA,42.78,35.38,70.39,,58.42,165.6,,30.8,0.66,596.5,344.0
store0010-RackA,42.78,35.38,70.39,,58.42,165.6,,39.4,0.66,595.9,343.7
store0010-RackA,42.78,35.38,70.39,,58.42,169.2,,39.1,0.65,596.4,343.9
store0010-RackA,42.66,35.2,70.39,,58.42,169.2,,32.8,0.69,596.9,344.2
store0010-RackA,42.66,35.2,70.39,,58.42,162.0,,23.6,0.69,597.8,344.7
store0010-RackA,42.66,35.2,70.39,,58.42,162.0,,23.9,0.7,598.1,344.9
store0010-RackA,42.66,35.2,70.39,,58.32,162.0,,39.2,0.65,595.8,343.5
store0010-RackA,42.66,35.2,70.39,,58.32,171.0,,39.9,0.65,596.5,343.9
store0010-RackA,42.66,35.2,70.59,,58.26,172.0,,40.0,0.66,595.6,343.5
store0010-RackA,42.66,35.2,70.59,,58.26,168.6,,32.6,0.68,596.4,343.9
store0010-RackA,42.66,35.2,70.59,,58.26,168.6,,32.2,0.68,597.2,344.4
store0010-RackA,42.66,35.2,70.54,,58.26,168.6,,40.9,0.67,596.5,344.0
store0010-RackA,42.66,35.2,70.54,,58.26,168.6,,40.9,0.67,596.7,344.1
store0010-RackA,42.66,36.18,70.54,,58.23,170.6,,40.5,0.66,596.0,343.8
store0010-RackA,43.18,36.18,70.54,,58.23,170.6,,31.7,0.67,596.2,343.8
store0010-RackA,43.27,36.18,70.54,,58.23,166.1,,31.0,0.66,596.4,344.0
store0010-RackA,43.27,36.18,70.54,,58.17,170.5,,40.6,0.66,596.2,343.8
store0010-RackA,43.32,36.18,70.54,,58.17,170.5,,40.1,0.65,596.8,344.2
store0010-RackA,43.12,36.18,70.54,,58.06,145.8,,23.8,0.7,598.7,345.2
store0010-RackA,43.12,36.18,70.54,,58.06,145.8,,24.9,0.71,598.3,345.0
store0010-RackA,43.12,35.93,70.5,,58.06,146.1,,33.2,0.69,596.7,344.1
store0010-RackA,43.39,36.36,70.5,,58.06,151.3,,33.8,0.69,596.7,344.1
store0010-RackA,43.39,36.33,70.5,,57.96,153.6,,31.9,0.66,597.7,344.6
store0010-RackA,43.47,36.43,70.5,,57.96,158.1,,31.7,0.66,598.4,345.1
store0010-RackA,43.34,36.48,70.5,,57.96,160.5,,39.8,0.65,598.1,344.9
store0010-RackA,43.34,36.48,70.5,,57.96,160.5,,39.5,0.65,596.7,344.1
store0010-RackA,43.16,36.48,70.5,,57.96,160.5,,33.7,0.69,598.4,345.1
store0010-RackA,42.37,36.48,70.5,,57.96,164.4,,32.6,0.68,598.1,344.9
store0010-RackA,43.03,36.48,70.5,,57.96,159.4,,24.2,0.71,598.9,345.4
store0010-RackA,43.03,36.48,70.5,,58.01,158.3,,30.9,0.66,597.3,344.4
store0010-RackA,43.65,36.66,70.5,,58.01,156.9,,39.9,0.65,596.5,343.9
store0010-RackA,43.68,36.71,70.5,,57.9,165.2,,39.5,0.65,597.4,344.4
store0010-RackA,43.68,36.71,70.5,,57.9,162.8,,30.4,0.65,598.9,345.3
store0010-RackA,43.59,36.71,70.5,,57.9,162.8,,23.2,0.69,599.5,345.7
store0010-RackA,43.59,36.71,70.5,,57.85,158.0,,23.7,0.7,598.9,345.4
store0010-RackA,43.59,36.31,70.5,,57.79,158.0,,31.0,0.66,599.2,345.5
store0010-RackA,43.59,36.31,70.5,,57.79,158.8,,31.4,0.66,599.6,345.7
store0010-RackA,43.59,36.74,70.5,,57.74,153.5,,32.0,0.67,599.4,345.6
store0010-RackA,43.5,36.74,70.5,,57.74,161.3,,31.4,0.67,598.3,345.0
store0010-RackA,43.5,36.74,70.5,,57.74,161.3,,30.6,0.66,598.6,345.2
store0010-RackA,43.5,36.74,70.5,,57.74,160.0,,22.5,0.67,600.7,346.4
store0010-RackA,43.5,36.46,70.5,,57.74,157.7,,23.4,0.69,600.0,346.0
store0010-RackA,43.5,36.64,70.5,,57.74,157.7,,30.6,0.65,599.2,345.6
store0010-RackA,43.5,36.96,70.5,,57.74,157.7,,38.0,0.64,597.9,344.8
store0010-RackA,43.5,36.79,70.5,,57.74,162.4,,30.0,0.65,598.3,344.9
store0010-RackA,43.5,36.76,70.5,,57.74,168.1,,34.4,0.69,599.5,345.7
store0010-RackA,43.5,36.76,70.5,,57.74,168.1,,32.4,0.67,599.8,345.8
store0010-RackA,43.5,36.76,70.5,,57.74,168.1,,39.1,0.64,598.7,345.2
store0010-RackA,43.81,37.06,70.5,,57.74,167.8,,32.0,0.66,600.1,346.0
store0010-RackA,43.84,37.04,70.5,,57.74,147.2,,32.6,0.67,599.2,345.5
store0010-RackA,43.9,37.04,70.5,,57.74,152.4,,32.8,0.67,597.4,344.4
store0010-RackA,43.56,37.04,70.5,,57.69,155.8,,41.9,0.67,598.1,344.8
store0010-RackA,43.56,37.04,70.5,,57.69,162.7,,39.2,0.65,596.8,344.1
store0010-RackA,43.7,37.04,70.5,,57.69,162.7,,31.0,0.66,598.0,344.8
store0010-RackA,43.7,37.04,70.5,,57.69,162.7,,30.8,0.65,597.9,344.7
store0010-RackA,43.79,37.04,70.45,,57.58,163.9,,31.6,0.67,596.9,344.1
store0010-RackA,43.79,37.04,70.45,,57.58,157.8,,39.4,0.65,596.6,344.0
store0010-RackA,43.79,37.01,70.45,,57.52,157.8,,30.4,0.65,598.2,344.9
store0010-RackA,43.66,37.01,70.45,,57.52,157.8,,31.1,0.66,598.4,345.0
store0010-RackA,43.86,37.01,70.45,,57.49,163.8,,31.2,0.66,597.1,344.3
store0010-RackA,44.01,37.21,70.45,,57.49,163.8,,39.9,0.66,596.3,343.9
store0010-RackA,43.99,37.21,70.45,,57.49,166.6,,39.0,0.65,597.1,344.3
store0010-RackA,43.99,37.21,70.45,,57.49,156.1,,31.2,0.66,598.9,345.2
store0010-RackA,43.29,37.21,70.45,,57.49,163.1,,31.4,0.67,598.0,344.8
store0010-RackA,43.29,36.94,70.45,,57.38,163.1,,31.0,0.66,598.2,344.9
store0010-RackA,43.29,36.94,70.45,,57.43,166.4,,37.6,0.64,597.4,344.5
store0010-RackA,43.29,36.94,70.45,,57.43,166.4,,23.2,0.69,600.0,346.0
store0010-RackA,43.29,36.94,70.45,,57.43,151.6,,25.5,0.72,600.4,346.1
store0010-RackA,43.88,36.94,70.45,,57.43,151.6,,24.3,0.71,599.6,345.7
store0010-RackA,43.88,36.94,70.45,,57.43,163.4,,38.1,0.64,598.0,344.9
store0010-RackA,44.22,37.74,70.45,,57.43,163.4,,29.9,0.64,598.7,345.2
store0010-RackA,44.22,37.74,70.54,,57.43,163.4,,30.0,0.64,599.1,345.4
store0010-RackA,44.22,37.74,70.54,,57.33,163.4,,30.2,0.64,599.6,345.7
store0010-RackA,44.22,37.19,70.59,,57.22,161.4,,31.4,0.66,599.1,345.4
store0010-RackA,44.22,37.19,70.59,,57.11,163.6,,38.7,0.65,598.5,345.1
store0010-RackA,44.22,37.19,70.59,,57.06,163.6,,32.1,0.67,599.6,345.8
store0010-RackA,44.22,37.19,70.59,,57.06,163.0,,31.8,0.67,599.5,345.6
store0010-RackA,44.42,38.04,70.59,,57.06,163.0,,31.8,0.67,599.1,345.5
store0010-RackA,44.6,38.02,70.59,,57.06,163.3,,41.6,0.66,599.5,345.7
store0010-RackA,44.44,37.71,70.59,,57.06,170.8,,41.7,0.66,598.5,345.1
store0010-RackA,44.35,37.71,70.65,,57.0,170.8,,41.8,0.67,597.9,344.7
store0010-RackA,44.2,37.89,70.65,,57.0,169.7,,42.0,0.67,599.4,345.6
